num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score,genre
115,122,22362500,Comedy,Edtv ,35599,female removes her clothes|one word title|producer|television|video store,195,USA,PG-13,55000000,1999,6.1,Action
161,106,17281832,Adventure,Inkheart ,60232,book|escape|girl|overalls|villain,110,Germany,PG,60000000,2008,6.1,Action
223,103,19781879,Action,The Spirit ,53864,female star appears nude|pants falling down|samurai|white rat|woman in a towel,290,USA,PG-13,60000000,2008,4.8,Action
181,107,7605668,Action,Mortdecai ,47320,art dealer|fake painting|macguffin|moustache|stolen painting,188,UK,R,60000000,2015,5.5,Action
140,156,4535117,Action,In the Name of the King: A Dungeon Siege Tale ,38398,farmer|king|krug|rescue|wizard,368,Germany,PG-13,60000000,2007,3.8,Action
54,127,4426297,Adventure,Beyond Borders ,22570,africa|american|border|doctor|well,156,USA,R,35000000,2003,6.5,Action
14,119,0,Action,Xi you ji zhi: Sun Wukong san da Baigu Jing ,1212,buddhism|demon|journey to the west|monk|monkey king,9,China,0,68005000,2016,6.0,Action
81,132,10166502,Action,The Great Raid ,18209,american|lieutenant colonel|mission|rescue|soldier,183,USA,R,80000000,2005,6.7,Action
579,108,363024263,Action,Deadpool ,479047,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,1058,USA,R,58000000,2016,8.1,Action
56,114,12065985,Comedy,Holy Man ,16260,1990s|evangelist|professional rivalry|swimming pool|televangelist,88,USA,PG,60000000,1998,4.9,Action
490,133,350123553,Action,American Sniper ,325264,assassin|death of child|iraq|sniper|sniper rifle,916,USA,R,58800000,2014,7.3,Action
218,103,80021740,Adventure,Goosebumps ,47968,based on book|blob|ferris wheel|manuscript|monster,154,USA,PG,58000000,2015,6.4,Action
20,22,0,Comedy,"Sabrina, the Teenage Witch             ",24420,female protagonist|hereditary gift of witchcraft|magic|supernatural|witch,94,USA,TV-G,3000000,0,6.6,Action
142,95,48291624,Comedy,Just Like Heaven ,82819,apartment|architect|coma|doctor|spirit,263,USA,PG-13,58000000,2005,6.7,Action
57,90,35231365,Comedy,The Flintstones in Viva Rock Vegas ,15517,based on tv series|love|prequel|the flintstones|title appears in song,85,USA,PG,60000000,2000,3.6,Action
84,87,53715611,Action,Rambo III ,92106,afghanistan|colonel|rambo|rescue|soviet,171,USA,R,63000000,1988,5.7,Action
186,114,31199215,Comedy,Leatherheads ,27664,college football|fight|football|hero|surrender,120,USA,PG-13,58000000,2008,6.0,Action
53,119,0,Comedy,The Ridiculous 6 ,27019,apache|bank robbery|baseball|half brothers|white raised as indian,143,USA,TV-14,0,2015,4.9,Action
133,103,29580087,Comedy,Did You Hear About the Morgans? ,29523,fbi|murder|witness|witness protection|wyoming,121,USA,PG-13,58000000,2009,4.7,Action
246,125,44665963,Comedy,The Internship ,159931,actor's picture shown in credits|animated credits|google|internship|still images in end credits,281,USA,PG-13,58000000,2013,6.3,Action
253,97,60128566,Action,Resident Evil: Afterlife ,131447,alaska|female gunfighter|mutation|ship|siege,410,Germany,R,60000000,2010,5.9,Action
144,125,49875589,Action,Red Tails ,28807,african american|battle|italy|tuskegee airmen|world war two,273,USA,PG-13,58000000,2012,5.9,Action
46,30,0,Comedy,Sex and the City             ,80025,casual sex|friendship|friendship between women|gay|singles,238,USA,TV-MA,0,0,7.0,Action
117,136,60984028,Drama,The Devil's Advocate ,259519,deal with the devil|lawyer|money|reality|supernatural power,431,USA,R,57000000,1997,7.5,Action
157,116,36931089,Comedy,That's My Boy ,70681,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,198,USA,R,70000000,2012,5.6,Action
60,103,51317350,Action,DragonHeart ,78343,dragon|england|human dragon relationship|king|knight,139,USA,PG-13,57000000,1996,6.4,Action
117,97,28328132,Action,After the Sunset ,38298,diamond|fbi|fbi agent|island|thief,147,USA,PG-13,58000000,2004,6.3,Action
287,96,51774002,Action,Ghost Rider: Spirit of Vengeance ,87745,deal with the devil|devil|eastern europe|ghost rider|monk,331,USA,PG-13,57000000,2011,4.3,Action
96,131,25528495,Drama,Captain Corelli's Mandolin ,28099,captain|greek|island|italian|love,220,UK,R,57000000,2001,5.9,Action
26,22,0,Comedy,Anger Management             ,26992,anger management|argument|irony|sarcasm|therapist,54,USA,0,0,0,6.7,Action
125,95,113006880,Action,The Pacifier ,66308,bodyguard|death of husband|male nanny|nanny|wrestling match,225,Canada,PG,56000000,2005,5.5,Action
117,86,45860039,Action,Walking Tall ,53118,casino|football|sheriff|special forces|violence,221,USA,PG-13,56000000,2004,6.2,Action
149,142,329691196,Comedy,Forrest Gump ,1251222,amputee|love|vietnam|vietnam war|war hero,1398,USA,PG-13,55000000,1994,8.8,Action
131,92,217326336,Animation,Alvin and the Chipmunks ,57276,based on cartoon|chipmunk|concert|fart joke|talking animal,146,USA,PG,60000000,2007,5.2,Action
150,108,166225040,Comedy,Meet the Parents ,260442,cat|cia|jewish|male nurse|nurse,507,USA,PG-13,55000000,2000,7.0,Action
92,84,141600000,Adventure,Pocahontas ,119675,actor playing multiple roles|love|one word title|unsubtitled foreign language|virginia,216,USA,G,55000000,1995,6.6,Action
169,188,134218018,Action,Superman ,126357,1970s|clark kent|planet|superhero|year 1978,497,USA,PG,55000000,1978,7.3,Action
57,95,128769345,Comedy,The Nutty Professor ,86556,face slap|formula|overweight|professor|teacher,99,USA,PG-13,54000000,1996,5.6,Action
171,118,177575142,Comedy,Hitch ,244840,advice|friendship|gossip|newspaper|quitting a job,372,USA,PG-13,70000000,2005,6.6,Action
53,92,105263257,Action,George of the Jungle ,56168,animal companion|heiress|hero|jungle|male objectification,103,USA,PG,55000000,1997,5.4,Action
153,74,104354205,Comedy,American Wedding ,162331,bachelor party|blow job|breasts|friend|wedding,332,USA,R,55000000,2003,6.3,Action
491,134,107100855,Biography,Captain Phillips ,323353,hijacking|hostage|leader|ship|somalia,527,USA,PG-13,55000000,2013,7.9,Action
247,101,98711404,Comedy,Date Night ,127571,city|new york city|night|reservation|restaurant,207,USA,PG-13,55000000,2010,6.3,Action
26,100,100328194,Comedy,Casper ,85903,casper|friendly ghost|ghost|maine|mansion,92,USA,PG,50000000,1995,6.0,Action
292,132,101530738,Action,The Equalizer ,229574,assassin|ex soldier|gangster|hanged man|mysterious past,436,USA,R,55000000,2014,7.2,Action
114,105,93815117,Comedy,Maid in Manhattan ,68417,hotel|maid|new york city|place name in title|the bronx,242,USA,PG-13,55000000,2002,5.1,Action
82,123,91400000,Action,Crimson Tide ,81026,alabama|mutiny|order|radio|submarine,194,USA,R,53000000,1995,7.3,Action
201,117,162586036,Biography,The Pursuit of Happyness ,338383,bus|intern|internship|salesman|stockbroker,611,USA,PG-13,55000000,2006,8.0,Action
231,98,89706988,Drama,Flightplan ,126746,captain|flight|flight attendant|plane|search,600,USA,PG-13,55000000,2005,6.2,Action
55,128,83000000,Drama,Disclosure ,36587,computer|marriage|non statutory female on male rape|promotion|sexual harassment,95,USA,R,55000000,1994,6.0,Action
110,114,78745923,Drama,City of Angels ,94407,angel|doctor|fall|heart surgeon|hospital,322,Germany,PG-13,55000000,1998,6.7,Action
354,111,70098138,Action,Kill Bill: Vol. 1 ,735784,bride|coma|japan|revenge|sword,2105,USA,R,30000000,2003,8.1,Action
140,85,66365290,Comedy,Bowfinger ,56874,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,358,USA,PG-13,55000000,1999,6.4,Action
77,44,0,Action,Stargate SG-1             ,63982,2000s|21st century|alternate history|message from outer space|military,181,USA,TV-14,1400000,0,8.4,Action
304,137,66207920,Action,Kill Bill: Vol. 2 ,512749,assassin|assassination|bride|death|vengeance,935,USA,R,30000000,2004,8.0,Action
45,97,63408614,Action,Tango & Cash ,75365,1980s|80s action|escape|plea bargain|prison,149,USA,R,55000000,1989,6.3,Action
49,104,58422650,Comedy,Death Becomes Her ,78974,plastic surgeon|rejuvenation|revenge|rival|rivalry,173,USA,PG-13,55000000,1992,6.4,Action
146,110,56932305,Action,Shanghai Noon ,96690,19th century|chinese|princess|rescue|travel,293,USA,PG-13,55000000,2000,6.6,Action
60,133,68750000,Action,Executive Decision ,40858,bomb|hostage|military|plane|terrorist,144,USA,R,55000000,1996,6.4,Action
189,94,68218041,Comedy,Mr. Popper's Penguins ,67191,father|penguin|snowglobe|son|winter,108,USA,PG,55000000,2011,6.0,Action
206,104,25040293,Action,The Forbidden Kingdom ,88049,monkey king|staff|teenager|urination|warrior,279,USA,PG-13,55000000,2008,6.6,Action
118,91,55747724,Adventure,Free Birds ,18042,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,73,USA,PG,55000000,2013,5.9,Action
210,145,55473600,Action,Alien 3 ,207686,alien|crash|planet|prison|survivor,776,USA,R,50000000,1992,6.4,Action
76,135,49994804,Biography,Evita ,29205,actress|argentina|military|politics|singer,194,USA,PG,55000000,1996,6.3,Action
149,122,41609593,Action,Ronin ,145422,case|ex kgb|ronin|russian|suitcase,572,UK,R,55000000,1998,7.3,Action
62,110,38553833,Adventure,The Ghost and the Darkness ,46239,bridge|engineer|hunter|lion|railway,155,USA,R,55000000,1996,6.8,Action
224,95,76137505,Animation,Paddington ,49207,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,174,UK,PG,55000000,2014,7.2,Action
265,102,34350553,Action,The Watch ,104066,alien|escape|manager|neighborhood watch|ohio,207,USA,R,68000000,2012,5.7,Action
135,94,34238611,Action,The Hunted ,35830,capture|combat|fbi|hunter|special forces,321,USA,R,55000000,2003,6.0,Action
100,126,34098563,Drama,Instinct ,27191,africa|anthropologist|murder|poacher|psychiatrist,232,USA,R,55000000,1999,6.5,Action
123,118,33828318,Comedy,Stuck on You ,44453,actor|conjoined twins|cook|internet|short order cook,154,USA,PG-13,55000000,2003,5.8,Action
164,99,33472850,Comedy,Semi-Pro ,67005,flint michigan|merger|michigan|nba|team,119,USA,R,55000000,2008,5.8,Action
238,88,31051126,Adventure,The Pirates! Band of Misfits ,36877,charles darwin|cutlass|pirate|queen victoria|scientist,101,UK,PG,55000000,2012,6.7,Action
264,141,35707327,Crime,Changeling ,199056,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,387,USA,R,55000000,2008,7.8,Action
47,107,20550712,Action,Chain Reaction ,40346,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,95,USA,PG-13,50000000,1996,5.6,Action
50,116,18573791,Action,The Fan ,38533,baseball|fan|obsession|salesman|san francisco giants,89,USA,R,55000000,1996,5.8,Action
153,143,51225796,Drama,The Phantom of the Opera ,96654,based on stage musical based on novel|disfigurement|mask|opera|singer,2047,UK,PG-13,70000000,2004,7.4,Action
202,114,16264475,Biography,Elizabeth: The Golden Age ,54787,court|intrigue|queen|spain|virgin,216,UK,PG-13,55000000,2007,6.9,Action
178,93,25857987,Action,Æon Flux ,110614,based on cult favorite|disease|female hero|female protagonist|future,532,USA,PG-13,62000000,2005,5.5,Action
84,280,12870569,Drama,Gods and Generals ,13215,confederacy|hero|prequel|stonewall jackson|war hero,497,USA,PG-13,56000000,2003,6.3,Action
44,100,11466088,Action,Turbulence ,8983,airplane|christmas|marshal|pilot|u.s. marshal,84,USA,R,71000000,1997,4.7,Action
93,107,16088610,Comedy,Imagine That ,10417,blanket|competition|family relationships|feather|sleepover,39,USA,PG,55000000,2009,5.6,Action
277,119,51178893,Adventure,Muppets Most Wanted ,24285,europe|frog|gulag|prison break|puppet,110,USA,PG,50000000,2014,6.4,Action
76,95,6768055,Action,Thunderbirds ,11148,astronaut|island|lady penelope|rescue|the hood,229,UK,PG,57000000,2004,4.2,Action
197,119,39440655,Drama,Burlesque ,61680,burlesque|dancer|iowa|small town girl|stage,222,USA,PG-13,55000000,2010,6.4,Action
186,133,6167817,Drama,A Very Long Engagement ,62607,court martial|death|girl|no man's land|soldier,239,France,R,47000000,2004,7.7,Action
103,152,0,Crime,Lolita ,67822,lolita|nymphet|older man young girl relationship|professor|writer,207,UK,Not Rated,2000000,1962,7.7,Action
66,96,0,Crime,Eye See You ,19706,drill in the eye|eye gouging|hanged woman|murder|peep hole,142,USA,R,55000000,2002,5.3,Action
224,117,81645152,Action,Blade II ,158267,blade the character|cult film|mutation|vampire|warrior,559,USA,R,54000000,2002,6.7,Action
202,123,69951824,Drama,Seven Pounds ,232710,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,599,USA,PG-13,55000000,2008,7.7,Action
279,92,9483821,Action,Bullet to the Head ,39247,bar|bullet|corruption|detective|lawyer,131,USA,R,55000000,2012,5.7,Action
110,170,66676062,Crime,The Godfather: Part III ,267980,1970s|family relationships|mob hit|opera|repeating history,545,USA,R,54000000,1990,7.6,Action
190,123,26838389,Comedy,Elizabethtown ,58658,flight|flight attendant|kentucky|shoes|travel,495,USA,PG-13,57000000,2005,6.4,Action
136,110,75604320,Comedy,"You, Me and Dupree ",68417,best friend|foot fetish|houseguest|newlywed|wedding,195,USA,PG-13,54000000,2006,5.6,Action
121,116,108200000,Action,Superman II ,76331,alien invasion|based on comic book|flying superhero|phantom zone|revenge,269,USA,PG,54000000,1980,6.8,Action
131,121,5660084,Comedy,Gigli ,41620,gangster|hospital|lesbian|mob|thug,418,USA,R,54000000,2003,2.4,Action
127,128,7221458,Drama,All the King's Men ,20740,governor|journalist|louisiana|mistress|politician,178,Germany,PG-13,55000000,2006,6.2,Action
160,99,70327868,Action,Shaft ,58416,blaxploitation|detective|drugs|shaft|trial,301,Germany,R,46000000,2000,5.9,Action
78,94,58297830,Adventure,Anastasia ,86347,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,191,USA,G,50000000,1997,7.1,Action
209,127,57386369,Drama,Moulin Rouge! ,224013,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,2319,USA,PG-13,52500000,2001,7.6,Action
98,89,45207112,Crime,Domestic Disturbance ,21283,amateur detective|boat builder|boy|stepfather|witness,190,USA,PG-13,53000000,2001,5.5,Action
391,123,62563543,Biography,Black Mass ,115216,based on true story|boston massachusetts|fbi agent|gangster|true crime,289,USA,R,53000000,2015,7.0,Action
279,135,33574332,Drama,Flags of Our Fathers ,101221,imperial japan|japan|japanese army|japanese soldier|world war two,415,USA,R,90000000,2006,7.1,Action
216,118,73343413,Crime,Law Abiding Citizen ,217480,attorney|deal|district attorney|investigation|justice,429,USA,R,50000000,2009,7.4,Action
250,189,25031037,Action,Grindhouse ,155496,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,532,USA,R,53000000,2007,7.6,Action
78,172,22843047,Drama,Beloved ,6082,farm|freedom|ohio|slavery|spirit,207,USA,R,55000000,1998,5.9,Action
106,124,5755286,Drama,Lucky You ,18310,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,63,USA,PG-13,55000000,2007,5.9,Action
194,141,164435221,Biography,Catch Me If You Can ,525801,attorney|cat and mouse|fbi|pan am|pilot,667,USA,PG-13,52000000,2002,8.0,Action
558,157,95720716,Drama,Zero Dark Thirty ,216032,al qaeda|cia|interrogation|lie|navy seal,640,USA,R,40000000,2012,7.4,Action
183,106,118683135,Comedy,The Break-Up ,102167,art|break up|football video game|kitchen|talking to one's self in a mirror,483,USA,PG-13,52000000,2006,5.8,Action
238,108,143704210,Comedy,Mamma Mia! ,145974,bride|greece|island|mediterranean|wedding,611,USA,PG-13,52000000,2008,6.3,Action
186,125,110476776,Comedy,Valentine's Day ,95437,flower|indian restaurant|tv station|valentine|valentine's day,211,USA,PG-13,52000000,2010,5.7,Action
144,107,80270227,Action,The Dukes of Hazzard ,66382,1969 dodge charger|bikini|farm|misogynist|tow truck,612,USA,PG-13,50000000,2005,5.1,Action
156,215,36385763,Drama,The Thin Red Line ,138941,battle|hill|jungle|multiple perspectives|tropical island,1448,USA,R,52000000,1998,7.6,Action
215,118,37035845,Comedy,The Change-Up ,136680,best friend|fountain|law firm|lawyer|sex,149,USA,R,52000000,2011,6.4,Action
140,118,34580635,Biography,Man on the Moon ,100743,andy kaufman|comedian|eccentric|wrestler|wrestling,549,UK,R,52000000,1999,7.4,Action
133,178,42438300,Biography,Casino ,333542,car bomb|card cheat|cash|casino|gambling syndicate,533,USA,R,52000000,1995,8.2,Action
203,92,23324666,Action,From Paris with Love ,97775,ambassador|cia|dinner|spy|terrorist,211,France,R,52000000,2010,6.5,Action
127,104,23020488,Action,Bulletproof Monk ,42324,monastery|monk|scroll|tibetan|tibetan monk,180,USA,PG-13,52000000,2003,5.5,Action
155,116,90567722,Comedy,"Me, Myself & Irene ",185878,dissociative identity disorder|limousine|multiple personality|police|rhode island,481,USA,R,51000000,2000,6.5,Action
98,90,72601713,Animation,Barnyard ,21396,cow|farmer|howl|howling at the moon|vegetarian,155,Germany,PG,51000000,2006,5.6,Action
71,93,35092918,Comedy,Deck the Halls ,15740,christmas|december|holiday|massachusetts|neighbor,110,USA,PG,0,2006,4.9,Action
299,130,296623634,Adventure,The Twilight Saga: New Moon ,220758,forks washington|protecting a woman|title same as book|vampire|werewolf,919,USA,PG-13,50000000,2009,4.6,Action
212,90,267652016,Adventure,Shrek ,467113,donkey|fairy tale|ogre|princess|swamp,945,USA,PG,60000000,2001,7.9,Action
413,106,62453315,Romance,The Adjustment Bureau ,200035,love at first sight|obscene finger gesture|rain|teleportation|three word title,407,USA,PG-13,50200000,2011,7.1,Action
67,155,165500000,Action,Robin Hood: Prince of Thieves ,145257,balladeer|crusades|england|king|modern minstrel,322,USA,PG-13,48000000,1991,6.9,Action
109,139,153620822,Comedy,Jerry Maguire ,189923,agent|career|client|fiance|sports agent,318,USA,R,50000000,1996,7.3,Action
457,112,218628680,Comedy,Ted ,471644,2010s|car accident|sex scene|teddy bear|testicle,623,USA,R,50000000,2012,7.0,Action
156,139,147637474,Comedy,As Good as It Gets ,224671,dog|friendship|neighbor|unlikely friendship|writer,470,USA,PG-13,50000000,1997,7.7,Action
55,115,135014968,Biography,Patch Adams ,80580,doctor|hospital|mental institution|nurse|student,375,USA,PG-13,50000000,1998,6.7,Action
272,143,2175312,Comedy,Anchorman 2: The Legend Continues ,131227,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,346,USA,PG-13,50000000,2013,6.3,Action
117,96,126203320,Comedy,Mr. Deeds ,110432,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,309,USA,PG-13,50000000,2002,5.8,Action
539,112,126975169,Mystery,Super 8 ,287822,deputy|group of friends|time|train|train crash,849,USA,PG-13,50000000,2011,7.1,Action
169,131,125548685,Biography,Erin Brockovich ,135246,contamination|corporate crime|environmental issue|female protagonist|working single mother,498,USA,R,52000000,2000,7.3,Action
140,116,105807520,Comedy,How to Lose a Guy in 10 Days ,156717,advertising executive|diamond|magazine|party|wager,357,USA,PG-13,50000000,2003,6.4,Action
330,112,191616238,Action,22 Jump Street ,258186,college|drugs|hidden camera|tattoo|undercover,322,USA,R,50000000,2014,7.1,Action
120,123,105264608,Drama,Interview with the Vampire: The Vampire Chronicles ,239752,betrayal|dangerous friend|gothic|monster as victim|vampire,406,USA,R,60000000,1994,7.6,Action
190,104,97680195,Comedy,Yes Man ,271691,best friend|dvd|girlfriend|loan|self help,243,USA,PG-13,70000000,2008,6.8,Action
177,107,126088877,Action,Central Intelligence ,33354,accountant|blooper|espionage|facebook|high school reunion,110,USA,PG-13,50000000,2016,6.6,Action
65,124,91030827,Comedy,Stepmom ,46482,attorney|cancer|custody|fashion photographer|photographer,252,USA,PG-13,50000000,1998,6.7,Action
145,96,150315155,Comedy,Daddy's Home ,54010,biological father|dad|drinking|product placement|wilhelm scream,130,USA,PG-13,50000000,2015,6.1,Action
321,125,127997349,Adventure,Into the Woods ,101178,based on stage musical|cinderella|little red riding hood|singing|witch,779,USA,PG,50000000,2014,6.0,Action
230,129,88504640,Crime,Inside Man ,273108,bank|detective|negotiation|police|robber,646,USA,R,45000000,2006,7.6,Action
143,90,81517441,Action,Payback ,111368,anti hero|criminal|greed|prostitute|tough guy,394,USA,R,50000000,1999,7.1,Action
55,109,81022333,Action,Congo ,34471,captain|congo|expedition|laser|lost city,147,USA,PG-13,50000000,1995,5.0,Action
257,124,75621915,Comedy,We Bought a Zoo ,111003,blocked road|father son relationship|love at first sight|teenage boy|zookeeper,199,USA,PG,0,2011,7.1,Action
279,121,79948113,Drama,Knowing ,186879,disaster|end of the world|number|student|time capsule,791,USA,PG-13,50000000,2009,6.2,Action
143,95,88658172,Comedy,Failure to Launch ,58412,friend|intervention|moving|secret|slacker,242,USA,PG-13,50000000,2006,5.6,Action
196,128,75888270,Horror,The Ring Two ,71153,cartoon on tv|foreign language adaptation|second part|videotape|writer,560,USA,PG-13,0,2005,5.4,Action
310,118,84244877,Comedy,"Crazy, Stupid, Love. ",375456,bar|divorce|friend|girl|male objectification,292,USA,PG-13,50000000,2011,7.4,Action
116,80,75367693,Animation,Garfield ,58961,cat|dog|first part|lasagna|veterinarian,232,USA,PG,35000000,2004,5.0,Action
105,99,73701902,Comedy,Christmas with the Kranks ,27548,act of kindness|christmas|christmas eve|neighbor|vacation,209,USA,PG,60000000,2004,5.2,Action
419,133,75605492,Biography,Moneyball ,283563,baseball|meeting|statistics|strategy|voice over,312,USA,PG-13,50000000,2011,7.6,Action
64,127,67823573,Action,Outbreak ,91176,disease|epidemic|monkey|quarantine|virus,130,USA,R,50000000,1995,6.6,Action
359,106,91439400,Action,Non-Stop ,200647,air marshal|death|passenger|terrorist|transatlantic flight,384,UK,PG-13,50000000,2014,7.0,Action
166,98,67128202,Action,Race to Witch Mountain ,43328,alien|military|mountain|spacecraft|ufo,110,USA,PG,65000000,2009,5.7,Action
525,132,70496802,Action,V for Vendetta ,791783,dystopia|freedom|government|revolution|terrorist,2042,USA,R,54000000,2005,8.2,Action
165,114,60470220,Action,Shanghai Knights ,81444,1880s|arrow|imperial seal|murder|revenge,192,USA,PG-13,50000000,2003,6.2,Action
2,45,0,Crime,Unforgotten             ,1824,0,9,UK,0,0,0,7.9,Action
87,78,58336565,Adventure,Curious George ,12845,hat|monkey|museum|shrine|yellow,118,USA,G,50000000,2006,6.6,Action
117,101,66002004,Adventure,Herbie Fully Loaded ,36431,automobile racing|car|mechanic|nascar|street racing,168,USA,G,50000000,2005,4.7,Action
113,113,54997476,Crime,Don't Say a Word ,40362,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,248,USA,R,50000000,2001,6.3,Action
349,98,55682070,Action,Hansel & Gretel: Witch Hunters ,159868,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,304,Germany,R,50000000,2013,6.1,Action
152,124,52752475,Drama,Unfaithful ,63067,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,533,USA,R,50000000,2002,6.7,Action
288,109,55092830,Action,I Am Number Four ,195043,based on young adult novel|good versus evil|guardian|human alien|ohio,329,USA,PG-13,60000000,2011,6.1,Action
358,128,50815288,Drama,Syriana ,109188,cia|hezbollah|lebanon|oil|prince,625,USA,R,50000000,2005,7.0,Action
204,144,52822418,Action,13 Hours ,47764,based on true story|cia agent|libya|mercenary|u.s. ambassador,219,USA,R,50000000,2016,7.4,Action
156,95,50150619,Adventure,The Book of Life ,45580,afterlife|bullfight|bullfighting|love triangle|mexico,102,USA,PG,50000000,2014,7.3,Action
171,105,48745150,Crime,Firewall ,50170,architect|bank|cayman islands|meeting|murder,306,USA,PG-13,50000000,2006,5.8,Action
76,121,50007168,Action,Absolute Power ,39529,death|death of wife|murder|thief|violence,142,USA,R,50000000,1997,6.7,Action
97,125,48154732,Action,G.I. Jane ,60326,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,142,USA,R,50000000,1997,5.8,Action
157,129,48265581,Drama,The Game ,261069,birthday|falling through a glass roof|game|hitchcockian|suicide,506,USA,R,50000000,1997,7.8,Action
267,132,46982632,Adventure,Silent Hill ,172792,gothic|police|police officer|silent hill|sleepwalking,1740,Canada,R,50000000,2006,6.6,Action
118,118,44737059,Comedy,The Replacements ,48322,coach|football player|misfits|strike|sumo wrestler,261,USA,PG-13,50000000,2000,6.5,Action
291,113,56724080,Comedy,American Reunion ,172112,bikini|female female kiss|high school reunion|outdoor sex|upskirt,181,USA,R,50000000,2012,6.7,Action
68,140,44484065,Action,The Negotiator ,107227,hostage|innocence|murder|negotiator|police,279,Germany,R,50000000,1998,7.3,Action
228,89,47553512,Action,Into the Storm ,54101,danger|graduation|storm|teenage boy|tornado,210,USA,PG-13,50000000,2014,5.8,Action
36,104,42610000,Action,Beverly Hills Cop III ,60293,california|counterfeit|counterfeit money|money|theme park,114,USA,R,55000000,1994,5.5,Action
105,106,41482207,Comedy,Gremlins 2: The New Batch ,68428,gremlin|horror host|hulk hogan|monster|skyscraper,148,USA,PG-13,50000000,1990,6.3,Action
276,141,47105085,Crime,The Judge ,136973,courtroom|dysfunctional family|indiana|lawyer|trial,275,USA,R,50000000,2014,7.4,Action
93,124,41256277,Action,The Peacemaker ,46451,nuclear explosion|nuclear weapon|russia|train|train crash,156,USA,R,50000000,1997,5.9,Action
191,98,50740078,Action,Resident Evil: Apocalypse ,151580,cover up|monster|strong female character|strong female lead|zombie apocalypse,672,Germany,R,45000000,2004,6.2,Action
143,108,40203020,Comedy,Bridget Jones: The Edge of Reason ,74315,american actress playing british character|intern|prison|six word title|thailand,259,UK,R,40000000,2004,5.9,Action
124,114,40905277,Crime,Out of Time ,45895,cancer|florida|insurance|life insurance policy|small town,157,USA,R,50000000,2003,6.5,Action
47,101,38590500,Action,On Deadly Ground ,17997,environmental|murder|oil|oil spill|tribe,140,USA,R,50000000,1994,4.4,Action
66,93,39177541,Action,The Adventures of Sharkboy and Lavagirl 3-D ,20310,boy|bully|dream|dream sequence|planet,177,USA,PG,50000000,2005,3.5,Action
118,119,39778599,Adventure,The Beach ,176169,love|map|paradise|thailand|travel,548,USA,R,50000000,2000,6.6,Action
93,119,37486138,Comedy,Raising Helen ,30890,fashion show|female protagonist|love|pastor|queens new york city,106,USA,PG-13,50000000,2004,6.0,Action
235,99,38105077,Action,Ninja Assassin ,58349,critically bashed|kung fu|martial artist|martial arts|ninja,194,USA,R,40000000,2009,6.4,Action
113,137,35168395,Drama,For Love of the Game ,26034,baseball|baseball movie|detroit tigers|perfect game|pitcher,226,USA,PG-13,50000000,1999,6.5,Action
14,105,0,Crime,A Touch of Frost             ,4438,cult tv|death|detective inspector|four word title|internal affairs,33,UK,0,0,0,7.8,Action
51,117,32800000,Comedy,Striptease ,34896,bouncer|breasts|congressman|private dancer|stripper,118,USA,R,40000000,1996,4.3,Action
98,87,33643461,Comedy,Marmaduke ,11257,dog|great dane|rivalry|talking animal|talking cat,65,USA,PG,50000000,2010,4.2,Action
315,129,32741596,Drama,Hereafter ,80140,death|france|near death experience|tsunami|twin brother,323,USA,PG-13,50000000,2010,6.5,Action
136,115,31874869,Crime,Murder by Numbers ,43574,disposing of a dead body|high school student|murder|sociopath|teenage boy,302,USA,R,50000000,2002,6.1,Action
61,132,30306268,Action,Assassins ,62981,assassin|floppy disk|modem|rival|russian,84,France,R,50000000,1995,6.3,Action
209,131,27667947,Crime,Hannibal Rising ,86374,aunt|cannibalism|faked death|medical student|revenge,392,UK,R,50000000,2007,6.2,Action
99,95,27067160,Comedy,The Story of Us ,18404,four word title|husband wife relationship|male rear nudity|marriage|summer camp,150,USA,R,50000000,1999,5.9,Action
298,125,26616999,Action,The Host ,92461,alien|alien creature|body snatching|desert|parasite,347,USA,PG-13,40000000,2013,5.9,Action
131,98,26536120,Action,Basic ,49926,2000s|army|military crime|necklace yanked off|panama,286,Germany,R,50000000,2003,6.5,Action
146,110,26199517,Action,Blood Work ,34356,boat|heart transplant|murder|serial killer|sister,260,USA,R,50000000,2002,6.4,Action
